row_id,split
10_1993,train
10_1994,train
10_1995,train
10_1996,train
10_1997,train
10_1998,train
10_1999,train
10_2000,train
10_2001,train
10_2002,train
10_2003,train
10_2004,train
10_2005,train
10_2006,train
10_2007,train
10_2008,train
10_2009,train
10_2010,train
10_2011,train
10_2012,validation
10_2013,validation
10_2014,test
10_2015,test
11_1990,train
11_1991,train
11_1992,train
11_1993,train
11_1994,train
11_1995,train
11_1996,train
11_1997,train
11_1998,train
11_1999,train
11_2000,train
11_2001,train
11_2002,train
11_2003,train
11_2004,train
11_2005,train
11_2006,train
11_2007,train
11_2008,train
11_2009,train
11_2010,train
11_2011,train
11_2012,validation
11_2013,validation
11_2014,test
11_2015,test
12_1990,train
12_1991,train
12_1992,train
12_1993,train
12_1994,train
12_1995,train
12_1996,train
12_1997,train
12_1998,train
12_1999,train
12_2000,train
12_2001,train
12_2002,train
12_2003,train
12_2004,train
12_2005,train
12_2006,train
12_2007,train
12_2008,train
12_2009,train
12_2010,train
12_2011,train
12_2012,validation
12_2013,validation
12_2014,test
12_2015,test
13_1990,train
13_1991,train
13_1992,train
13_1993,train
13_1994,train
13_1995,train
13_1996,train
13_1997,train
13_1998,train
13_1999,train
13_2000,train
13_2001,train
13_2002,train
13_2003,train
13_2004,train
13_2005,train
13_2006,train
13_2007,train
13_2008,train
13_2009,train
13_2010,train
13_2011,train
13_2012,validation
13_2013,validation
13_2014,test
13_2015,test
14_1990,train
14_1991,train
14_1992,train
14_1993,train
14_1994,train
14_1995,train
14_1996,train
14_1997,train
14_1998,train
14_1999,train
14_2000,train
14_2001,train
14_2002,train
14_2003,train
14_2004,train
14_2005,train
14_2006,train
14_2007,train
14_2008,train
14_2009,train
14_2010,train
14_2011,train
14_2012,validation
14_2013,validation
14_2014,test
14_2015,test
15_1990,train
15_1991,train
15_1992,train
15_1993,train
15_1994,train
15_1995,train
15_1996,train
15_1997,train
15_1998,train
15_1999,train
15_2000,train
15_2001,train
15_2002,train
15_2003,train
15_2004,train
15_2005,train
15_2006,train
15_2007,train
15_2008,train
15_2009,train
15_2010,train
15_2011,train
15_2012,validation
15_2013,validation
15_2014,test
15_2015,test
16_1990,train
16_1991,train
16_1992,train
16_1993,train
16_1994,train
16_1995,train
16_1996,train
16_1997,train
16_1998,train
16_1999,train
16_2000,train
16_2001,train
16_2002,train
16_2003,train
16_2004,train
16_2005,train
16_2006,train
16_2007,train
16_2008,train
16_2009,train
16_2010,train
16_2011,train
16_2012,validation
16_2013,validation
16_2014,test
16_2015,test
17_1990,train
17_1991,train
17_1992,train
17_1993,train
17_1994,train
17_1995,train
17_1996,train
17_1997,train
17_1998,train
17_1999,train
17_2000,train
17_2001,train
17_2002,train
17_2003,train
17_2004,train
17_2005,train
17_2006,train
17_2007,train
17_2008,train
17_2009,train
17_2010,train
17_2011,train
17_2012,validation
17_2013,validation
17_2014,test
17_2015,test
18_1990,train
18_1991,train
18_1992,train
18_1993,train
18_1994,train
18_1995,train
18_1996,train
18_1997,train
18_1998,train
18_1999,train
18_2000,train
18_2001,train
18_2002,train
18_2003,train
18_2004,train
18_2005,train
18_2006,train
18_2007,train
18_2008,train
18_2009,train
18_2010,train
18_2011,train
18_2012,validation
18_2013,validation
18_2014,test
18_2015,test
19_1990,train
19_1991,train
19_1992,train
19_1993,train
19_1994,train
19_1995,train
19_1996,train
19_1997,train
19_1998,train
19_1999,train
19_2000,train
19_2001,train
19_2002,train
19_2003,train
19_2004,train
19_2005,train
19_2006,train
19_2007,train
19_2008,train
19_2009,train
19_2010,train
19_2011,train
19_2012,validation
19_2013,validation
19_2014,test
19_2015,test
20_1990,train
20_1991,train
20_1992,train
20_1993,train
20_1994,train
20_1995,train
20_1996,train
20_1997,train
20_1998,train
20_1999,train
20_2000,train
20_2001,train
20_2002,train
20_2003,train
20_2004,train
20_2005,train
20_2006,train
20_2007,train
20_2008,train
20_2009,train
20_2010,train
20_2011,train
20_2012,validation
20_2013,validation
20_2014,test
20_2015,test
21_1990,train
21_1991,train
21_1992,train
21_1993,train
21_1994,train
21_1995,train
21_1996,train
21_1997,train
21_1998,train
21_1999,train
21_2000,train
21_2001,train
21_2002,train
21_2003,train
21_2004,train
21_2005,train
21_2006,train
21_2007,train
21_2008,train
21_2009,train
21_2010,train
21_2011,train
21_2012,validation
21_2013,validation
21_2014,test
21_2015,test
22_1990,train
22_1991,train
22_1992,train
22_1993,train
22_1994,train
22_1995,train
22_1996,train
22_1997,train
22_1998,train
22_1999,train
22_2000,train
22_2001,train
22_2002,train
22_2003,train
22_2004,train
22_2005,train
22_2006,train
22_2007,train
22_2008,train
22_2009,train
22_2010,train
22_2011,train
22_2012,validation
22_2013,validation
22_2014,test
22_2015,test
23_1990,train
23_1991,train
23_1992,train
23_1993,train
23_1994,train
23_1995,train
23_1996,train
23_1997,train
23_1998,train
23_1999,train
23_2000,train
23_2001,train
23_2002,train
23_2003,train
23_2004,train
23_2005,train
23_2006,train
23_2007,train
23_2008,train
23_2009,train
23_2010,train
23_2011,train
23_2012,validation
23_2013,validation
23_2014,test
23_2015,test
24_1990,train
24_1991,train
24_1992,train
24_1993,train
24_1994,train
24_1995,train
24_1996,train
24_1997,train
24_1998,train
24_1999,train
24_2000,train
24_2001,train
24_2002,train
24_2003,train
24_2004,train
24_2005,train
24_2006,train
24_2007,train
24_2008,train
24_2009,train
24_2010,train
24_2011,train
24_2012,validation
24_2013,validation
24_2014,test
24_2015,test
25_1990,train
25_1991,train
25_1992,train
25_1993,train
25_1994,train
25_1995,train
25_1996,train
25_1997,train
25_1998,train
25_1999,train
25_2000,train
25_2001,train
25_2002,train
25_2003,train
25_2004,train
25_2005,train
25_2006,train
25_2007,train
25_2008,train
25_2009,train
25_2010,train
25_2011,train
25_2012,validation
25_2013,validation
25_2014,test
25_2015,test
26_1990,train
26_1991,train
26_1992,train
26_1993,train
26_1994,train
26_1995,train
26_1996,train
26_1997,train
26_1998,train
26_1999,train
26_2000,train
26_2001,train
26_2002,train
26_2003,train
26_2004,train
26_2005,train
26_2006,train
26_2007,train
26_2008,train
26_2009,train
26_2010,train
26_2011,train
26_2012,validation
26_2013,validation
26_2014,test
26_2015,test
27_1990,train
27_1991,train
27_1992,train
27_1993,train
27_1994,train
27_1995,train
27_1996,train
27_1997,train
27_1998,train
27_1999,train
27_2000,train
27_2001,train
27_2002,train
27_2003,train
27_2004,train
27_2005,train
27_2006,train
27_2007,train
27_2008,train
27_2009,train
27_2010,train
27_2011,train
27_2012,validation
27_2013,validation
27_2014,test
27_2015,test
28_1990,train
28_1991,train
28_1992,train
28_1993,train
28_1994,train
28_1995,train
28_1996,train
28_1997,train
28_1998,train
28_1999,train
28_2000,train
28_2001,train
28_2002,train
28_2003,train
28_2004,train
28_2005,train
28_2006,train
28_2007,train
28_2008,train
28_2009,train
28_2010,train
28_2011,train
28_2012,validation
28_2013,validation
28_2014,test
28_2015,test
29_1990,train
29_1991,train
29_1992,train
29_1993,train
29_1994,train
29_1995,train
29_1996,train
29_1997,train
29_1998,train
29_1999,train
29_2000,train
29_2001,train
29_2002,train
29_2003,train
29_2004,train
29_2005,train
29_2006,train
29_2007,train
29_2008,train
29_2009,train
29_2010,train
29_2011,train
29_2012,validation
29_2013,validation
29_2014,test
29_2015,test
30_1990,train
30_1991,train
30_1992,train
30_1993,train
30_1994,train
30_1995,train
30_1996,train
30_1997,train
30_1998,train
30_1999,train
30_2000,train
30_2001,train
30_2002,train
30_2003,train
30_2004,train
30_2005,train
30_2006,train
30_2007,train
30_2008,train
30_2009,train
30_2010,train
30_2011,train
30_2012,validation
30_2013,validation
30_2014,test
30_2015,test
31_1990,train
31_1991,train
31_1992,train
31_1993,train
31_1994,train
31_1995,train
31_1996,train
31_1997,train
31_1998,train
31_1999,train
31_2000,train
31_2001,train
31_2002,train
31_2003,train
31_2004,train
31_2005,train
31_2006,train
31_2007,train
31_2008,train
31_2009,train
31_2010,train
31_2011,train
31_2012,validation
31_2013,validation
31_2014,test
31_2015,test
32_1990,train
32_1991,train
32_1992,train
32_1993,train
32_1994,train
32_1995,train
32_1996,train
32_1997,train
32_1998,train
32_1999,train
32_2000,train
32_2001,train
32_2002,train
32_2003,train
32_2004,train
32_2005,train
32_2006,train
32_2007,train
32_2008,train
32_2009,train
32_2010,train
32_2011,train
32_2012,validation
32_2013,validation
32_2014,test
32_2015,test
33_1990,train
33_1991,train
33_1992,train
33_1993,train
33_1994,train
33_1995,train
33_1996,train
33_1997,train
33_1998,train
33_1999,train
33_2000,train
33_2001,train
33_2002,train
33_2003,train
33_2004,train
33_2005,train
33_2006,train
33_2007,train
33_2008,train
33_2009,train
33_2010,train
33_2011,train
33_2012,validation
33_2013,validation
33_2014,test
33_2015,test
34_1990,train
34_1991,train
34_1992,train
34_1993,train
34_1994,train
34_1995,train
34_1996,train
34_1997,train
34_1998,train
34_1999,train
34_2000,train
34_2001,train
34_2002,train
34_2003,train
34_2004,train
34_2005,train
34_2006,train
34_2007,train
34_2008,train
34_2009,train
34_2010,train
34_2011,train
34_2012,validation
34_2013,validation
34_2014,test
34_2015,test
35_1990,train
35_1991,train
35_1992,train
35_1993,train
35_1994,train
35_1995,train
35_1996,train
35_1997,train
35_1998,train
35_1999,train
35_2000,train
35_2001,train
35_2002,train
35_2003,train
35_2004,train
35_2005,train
35_2006,train
35_2007,train
35_2008,train
35_2009,train
35_2010,train
35_2011,train
35_2012,validation
35_2013,validation
35_2014,test
35_2015,test
36_1990,train
36_1991,train
36_1992,train
36_1993,train
36_1994,train
36_1995,train
36_1996,train
36_1997,train
36_1998,train
36_1999,train
36_2000,train
36_2001,train
36_2002,train
36_2003,train
36_2004,train
36_2005,train
36_2006,train
36_2007,train
36_2008,train
36_2009,train
36_2010,train
36_2011,train
36_2012,validation
36_2013,validation
36_2014,test
36_2015,test
37_1990,train
37_1991,train
37_1992,train
37_1993,train
37_1994,train
37_1995,train
37_1996,train
37_1997,train
37_1998,train
37_1999,train
37_2000,train
37_2001,train
37_2002,train
37_2003,train
37_2004,train
37_2005,train
37_2006,train
37_2007,train
37_2008,train
37_2009,train
37_2010,train
37_2011,train
37_2012,validation
37_2013,validation
37_2014,test
37_2015,test
38_1990,train
38_1991,train
38_1992,train
38_1993,train
38_1994,train
38_1995,train
38_1996,train
38_1997,train
38_1998,train
38_1999,train
38_2000,train
38_2001,train
38_2002,train
38_2003,train
38_2004,train
38_2005,train
38_2006,train
38_2007,train
38_2008,train
38_2009,train
38_2010,train
38_2011,train
38_2012,validation
38_2013,validation
38_2014,test
38_2015,test
39_1990,train
39_1991,train
39_1992,train
39_1993,train
39_1994,train
39_1995,train
39_1996,train
39_1997,train
39_1998,train
39_1999,train
39_2000,train
39_2001,train
39_2002,train
39_2003,train
39_2004,train
39_2005,train
39_2006,train
39_2007,train
39_2008,train
39_2009,train
39_2010,train
39_2011,train
39_2012,validation
39_2013,validation
39_2014,test
39_2015,test
40_1990,train
40_1991,train
40_1992,train
40_1993,train
40_1994,train
40_1995,train
40_1996,train
40_1997,train
40_1998,train
40_1999,train
40_2000,train
40_2001,train
40_2002,train
40_2003,train
40_2004,train
40_2005,train
40_2006,train
40_2007,train
40_2008,train
40_2009,train
40_2010,train
40_2011,train
40_2012,validation
40_2013,validation
40_2014,test
40_2015,test
41_1990,train
41_1991,train
41_1992,train
41_1993,train
41_1994,train
41_1995,train
41_1996,train
41_1997,train
41_1998,train
41_1999,train
41_2000,train
41_2001,train
41_2002,train
41_2003,train
41_2004,train
41_2005,train
41_2006,train
41_2007,train
41_2008,train
41_2009,train
41_2010,train
41_2011,train
41_2012,validation
41_2013,validation
41_2014,test
41_2015,test
42_1990,train
42_1991,train
42_1992,train
42_1993,train
42_1994,train
42_1995,train
42_1996,train
42_1997,train
42_1998,train
42_1999,train
42_2000,train
42_2001,train
42_2002,train
42_2003,train
42_2004,train
42_2005,train
42_2006,train
42_2007,train
42_2008,train
42_2009,train
42_2010,train
42_2011,train
42_2012,validation
42_2013,validation
42_2014,test
42_2015,test
43_1990,train
43_1991,train
43_1992,train
43_1993,train
43_1994,train
43_1995,train
43_1996,train
43_1997,train
43_1998,train
43_1999,train
43_2000,train
43_2001,train
43_2002,train
43_2003,train
43_2004,train
43_2005,train
43_2006,train
43_2007,train
43_2008,train
43_2009,train
43_2010,train
43_2011,train
43_2012,validation
43_2013,validation
43_2014,test
43_2015,test
44_1990,train
44_1991,train
44_1992,train
44_1993,train
44_1994,train
44_1995,train
44_1996,train
44_1997,train
44_1998,train
44_1999,train
44_2000,train
44_2001,train
44_2002,train
44_2003,train
44_2004,train
44_2005,train
44_2006,train
44_2007,train
44_2008,train
44_2009,train
44_2010,train
44_2011,train
44_2012,validation
44_2013,validation
44_2014,test
44_2015,test
45_1990,train
45_1991,train
45_1992,train
45_1993,train
45_1994,train
45_1995,train
45_1996,train
45_1997,train
45_1998,train
45_1999,train
45_2000,train
45_2001,train
45_2002,train
45_2003,train
45_2004,train
45_2005,train
45_2006,train
45_2007,train
45_2008,train
45_2009,train
45_2010,train
45_2011,train
45_2012,validation
45_2013,validation
45_2014,test
45_2015,test
46_1990,train
46_1991,train
46_1992,train
46_1993,train
46_1994,train
46_1995,train
46_1996,train
46_1997,train
46_1998,train
46_1999,train
46_2000,train
46_2001,train
46_2002,train
46_2003,train
46_2004,train
46_2005,train
46_2006,train
46_2007,train
46_2008,train
46_2009,train
46_2010,train
46_2011,train
46_2012,validation
46_2013,validation
46_2014,test
46_2015,test
47_1990,train
47_1991,train
47_1992,train
47_1993,train
47_1994,train
47_1995,train
47_1996,train
47_1997,train
47_1998,train
47_1999,train
47_2000,train
47_2001,train
47_2002,train
47_2003,train
47_2004,train
47_2005,train
47_2006,train
47_2007,train
47_2008,train
47_2009,train
47_2010,train
47_2011,train
47_2012,validation
47_2013,validation
47_2014,test
47_2015,test
48_1990,train
48_1991,train
48_1992,train
48_1993,train
48_1994,train
48_1995,train
48_1996,train
48_1997,train
48_1998,train
48_1999,train
48_2000,train
48_2001,train
48_2002,train
48_2003,train
48_2004,train
48_2005,train
48_2006,train
48_2007,train
48_2008,train
48_2009,train
48_2010,train
48_2011,train
48_2012,validation
48_2013,validation
48_2014,test
48_2015,test
49_1990,train
49_1991,train
49_1992,train
49_1993,train
49_1994,train
49_1995,train
49_1996,train
49_1997,train
49_1998,train
49_1999,train
49_2000,train
49_2001,train
49_2002,train
49_2003,train
49_2004,train
49_2005,train
49_2006,train
49_2007,train
49_2008,train
49_2009,train
49_2010,train
49_2011,train
49_2012,validation
49_2013,validation
49_2014,test
49_2015,test
50_1990,train
50_1991,train
50_1992,train
50_1993,train
50_1994,train
50_1995,train
50_1996,train
50_1997,train
50_1998,train
50_1999,train
50_2000,train
50_2001,train
50_2002,train
50_2003,train
50_2004,train
50_2005,train
50_2006,train
50_2007,train
50_2008,train
50_2009,train
50_2010,train
50_2011,train
50_2012,validation
50_2013,validation
50_2014,test
50_2015,test
51_1990,train
51_1991,train
51_1992,train
51_1993,train
51_1994,train
51_1995,train
51_1996,train
51_1997,train
51_1998,train
51_1999,train
51_2000,train
51_2001,train
51_2002,train
51_2003,train
51_2004,train
51_2005,train
51_2006,train
51_2007,train
51_2008,train
51_2009,train
51_2010,train
51_2011,train
51_2012,validation
51_2013,validation
51_2014,test
51_2015,test
52_1990,train
52_1991,train
52_1992,train
52_1993,train
52_1994,train
52_1995,train
52_1996,train
52_1997,train
52_1998,train
52_1999,train
52_2000,train
52_2001,train
52_2002,train
52_2003,train
52_2004,train
52_2005,train
52_2006,train
52_2007,train
52_2008,train
52_2009,train
52_2010,train
52_2011,train
52_2012,validation
52_2013,validation
52_2014,test
52_2015,test
53_1990,train
53_1991,train
53_1992,train
53_1993,train
53_1994,train
53_1995,train
53_1996,train
53_1997,train
53_1998,train
53_1999,train
53_2000,train
53_2001,train
53_2002,train
53_2003,train
53_2004,train
53_2005,train
53_2006,train
53_2007,train
53_2008,train
53_2009,train
53_2010,train
53_2011,train
53_2012,validation
53_2013,validation
53_2014,test
53_2015,test
54_1990,train
54_1991,train
54_1992,train
54_1993,train
54_1994,train
54_1995,train
54_1996,train
54_1997,train
54_1998,train
54_1999,train
54_2000,train
54_2001,train
54_2002,train
54_2003,train
54_2004,train
54_2005,train
54_2006,train
54_2007,train
54_2008,train
54_2009,train
54_2010,train
54_2011,train
54_2012,validation
54_2013,validation
54_2014,test
54_2015,test
55_1990,train
55_1991,train
55_1992,train
55_1993,train
55_1994,train
55_1995,train
55_1996,train
55_1997,train
55_1998,train
55_1999,train
55_2000,train
55_2001,train
55_2002,train
55_2003,train
55_2004,train
55_2005,train
55_2006,train
55_2007,train
55_2008,train
55_2009,train
55_2010,train
55_2011,train
55_2012,validation
55_2013,validation
55_2014,test
55_2015,test
56_1990,train
56_1991,train
56_1992,train
56_1993,train
56_1994,train
56_1995,train
56_1996,train
56_1997,train
56_1998,train
56_1999,train
56_2000,train
56_2001,train
56_2002,train
56_2003,train
56_2004,train
56_2005,train
56_2006,train
56_2007,train
56_2008,train
56_2009,train
56_2010,train
56_2011,train
56_2012,validation
56_2013,validation
56_2014,test
56_2015,test
57_1990,train
57_1991,train
57_1992,train
57_1993,train
57_1994,train
57_1995,train
57_1996,train
57_1997,train
57_1998,train
57_1999,train
57_2000,train
57_2001,train
57_2002,train
57_2003,train
57_2004,train
57_2005,train
57_2006,train
57_2007,train
57_2008,train
57_2009,train
57_2010,train
57_2011,train
57_2012,validation
57_2013,validation
57_2014,test
57_2015,test
58_1990,train
58_1991,train
58_1992,train
58_1993,train
58_1994,train
58_1995,train
58_1996,train
58_1997,train
58_1998,train
58_1999,train
58_2000,train
58_2001,train
58_2002,train
58_2003,train
58_2004,train
58_2005,train
58_2006,train
58_2007,train
58_2008,train
58_2009,train
58_2010,train
58_2011,train
58_2012,validation
58_2013,validation
58_2014,test
58_2015,test
59_1990,train
59_1991,train
59_1992,train
59_1993,train
59_1994,train
59_1995,train
59_1996,train
59_1997,train
59_1998,train
59_1999,train
59_2000,train
59_2001,train
59_2002,train
59_2003,train
59_2004,train
59_2005,train
59_2006,train
59_2007,train
59_2008,train
59_2009,train
59_2010,train
59_2011,train
59_2012,validation
59_2013,validation
59_2014,test
59_2015,test
60_1990,train
60_1991,train
60_1992,train
60_1993,train
60_1994,train
60_1995,train
60_1996,train
60_1997,train
60_1998,train
60_1999,train
60_2000,train
60_2001,train
60_2002,train
60_2003,train
60_2004,train
60_2005,train
60_2006,train
60_2007,train
60_2008,train
60_2009,train
60_2010,train
60_2011,train
60_2012,validation
60_2013,validation
60_2014,test
60_2015,test
61_1990,train
61_1991,train
61_1992,train
61_1993,train
61_1994,train
61_1995,train
61_1996,train
61_1997,train
61_1998,train
61_1999,train
61_2000,train
61_2001,train
61_2002,train
61_2003,train
61_2004,train
61_2005,train
61_2006,train
61_2007,train
61_2008,train
61_2009,train
61_2010,train
61_2011,train
61_2012,validation
61_2013,validation
61_2014,test
61_2015,test
62_1990,train
62_1991,train
62_1992,train
62_1993,train
62_1994,train
62_1995,train
62_1996,train
62_1997,train
62_1998,train
62_1999,train
62_2000,train
62_2001,train
62_2002,train
62_2003,train
62_2004,train
62_2005,train
62_2006,train
62_2007,train
62_2008,train
62_2009,train
62_2010,train
62_2011,train
62_2012,validation
62_2013,validation
62_2014,test
62_2015,test
63_1990,train
63_1991,train
63_1992,train
63_1993,train
63_1994,train
63_1995,train
63_1996,train
63_1997,train
63_1998,train
63_1999,train
63_2000,train
63_2001,train
63_2002,train
63_2003,train
63_2004,train
63_2005,train
63_2006,train
63_2007,train
63_2008,train
63_2009,train
63_2010,train
63_2011,train
63_2012,validation
63_2013,validation
63_2014,test
63_2015,test
64_1990,train
64_1991,train
64_1992,train
64_1993,train
64_1994,train
64_1995,train
64_1996,train
64_1997,train
64_1998,train
64_1999,train
64_2000,train
64_2001,train
64_2002,train
64_2003,train
64_2004,train
64_2005,train
64_2006,train
64_2007,train
64_2008,train
64_2009,train
64_2010,train
64_2011,train
64_2012,validation
64_2013,validation
64_2014,test
64_2015,test
65_1990,train
65_1991,train
65_1992,train
65_1993,train
65_1994,train
65_1995,train
65_1996,train
65_1997,train
65_1998,train
65_1999,train
65_2000,train
65_2001,train
65_2002,train
65_2003,train
65_2004,train
65_2005,train
65_2006,train
65_2007,train
65_2008,train
65_2009,train
65_2010,train
65_2011,train
65_2012,validation
65_2013,validation
65_2014,test
65_2015,test
66_1990,train
66_1991,train
66_1992,train
66_1993,train
66_1994,train
66_1995,train
66_1996,train
66_1997,train
66_1998,train
66_1999,train
66_2000,train
66_2001,train
66_2002,train
66_2003,train
66_2004,train
66_2005,train
66_2006,train
66_2007,train
66_2008,train
66_2009,train
66_2010,train
66_2011,train
66_2012,validation
66_2013,validation
66_2014,test
66_2015,test
67_1990,train
67_1991,train
67_1992,train
67_1993,train
67_1994,train
67_1995,train
67_1996,train
67_1997,train
67_1998,train
67_1999,train
67_2000,train
67_2001,train
67_2002,train
67_2003,train
67_2004,train
67_2005,train
67_2006,train
67_2007,train
67_2008,train
67_2009,train
67_2010,train
67_2011,train
67_2012,validation
67_2013,validation
67_2014,test
67_2015,test
68_1990,train
68_1991,train
68_1992,train
68_1993,train
68_1994,train
68_1995,train
68_1996,train
68_1997,train
68_1998,train
68_1999,train
68_2000,train
68_2001,train
68_2002,train
68_2003,train
68_2004,train
68_2005,train
68_2006,train
68_2007,train
68_2008,train
68_2009,train
68_2010,train
68_2011,train
68_2012,validation
68_2013,validation
68_2014,test
68_2015,test
69_1990,train
69_1991,train
69_1992,train
69_1993,train
69_1994,train
69_1995,train
69_1996,train
69_1997,train
69_1998,train
69_1999,train
69_2000,train
69_2001,train
69_2002,train
69_2003,train
69_2004,train
69_2005,train
69_2006,train
69_2007,train
69_2008,train
69_2009,train
69_2010,train
69_2011,train
69_2012,validation
69_2013,validation
69_2014,test
69_2015,test
70_1990,train
70_1991,train
70_1992,train
70_1993,train
70_1994,train
70_1995,train
70_1996,train
70_1997,train
70_1998,train
70_1999,train
70_2000,train
70_2001,train
70_2002,train
70_2003,train
70_2004,train
70_2005,train
70_2006,train
70_2007,train
70_2008,train
70_2009,train
70_2010,train
70_2011,train
70_2012,validation
70_2013,validation
70_2014,test
70_2015,test
71_1990,train
71_1991,train
71_1992,train
71_1993,train
71_1994,train
71_1995,train
71_1996,train
71_1997,train
71_1998,train
71_1999,train
71_2000,train
71_2001,train
71_2002,train
71_2003,train
71_2004,train
71_2005,train
71_2006,train
71_2007,train
71_2008,train
71_2009,train
71_2010,train
71_2011,train
71_2012,validation
71_2013,validation
71_2014,test
71_2015,test
72_1990,train
72_1991,train
72_1992,train
72_1993,train
72_1994,train
72_1995,train
72_1996,train
72_1997,train
72_1998,train
72_1999,train
72_2000,train
72_2001,train
72_2002,train
72_2003,train
72_2004,train
72_2005,train
72_2006,train
72_2007,train
72_2008,train
72_2009,train
72_2010,train
72_2011,train
72_2012,validation
72_2013,validation
72_2014,test
72_2015,test
73_1990,train
73_1991,train
73_1992,train
73_1993,train
73_1994,train
73_1995,train
73_1996,train
73_1997,train
73_1998,train
73_1999,train
73_2000,train
73_2001,train
73_2002,train
73_2003,train
73_2004,train
73_2005,train
73_2006,train
73_2007,train
73_2008,train
73_2009,train
73_2010,train
73_2011,train
73_2012,validation
73_2013,validation
73_2014,test
73_2015,test
74_1990,train
74_1991,train
74_1992,train
74_1993,train
74_1994,train
74_1995,train
74_1996,train
74_1997,train
74_1998,train
74_1999,train
74_2000,train
74_2001,train
74_2002,train
74_2003,train
74_2004,train
74_2005,train
74_2006,train
74_2007,train
74_2008,train
74_2009,train
74_2010,train
74_2011,train
74_2012,validation
74_2013,validation
74_2014,test
74_2015,test
75_1990,train
75_1991,train
75_1992,train
75_1993,train
75_1994,train
75_1995,train
75_1996,train
75_1997,train
75_1998,train
75_1999,train
75_2000,train
75_2001,train
75_2002,train
75_2003,train
75_2004,train
75_2005,train
75_2006,train
75_2007,train
75_2008,train
75_2009,train
75_2010,train
75_2011,train
75_2012,validation
75_2013,validation
75_2014,test
75_2015,test
76_1990,train
76_1991,train
76_1992,train
76_1993,train
76_1994,train
76_1995,train
76_1996,train
76_1997,train
76_1998,train
76_1999,train
76_2000,train
76_2001,train
76_2002,train
76_2003,train
76_2004,train
76_2005,train
76_2006,train
76_2007,train
76_2008,train
76_2009,train
76_2010,train
76_2011,train
76_2012,validation
76_2013,validation
76_2014,test
76_2015,test
